102198567262144703392 104635208492390994067
113184091727451211493 107297378329620440295
105629715514672156567 100580349003099136931
103232197518502423284 106753581955676569553
112003538881986927761 115541235339204196781
114741611489731737021 102488062624295306636
105256156026694816333 118390286079345532806
117807073853572771085 105446043117326893399
108132404204358838918 107100991398236552448
117194213012691113543 100377493270775536948
115893768571611039178 100989405473280437703
114183340518303440289 113071509068473639145
117835438750004767087 113977984500465768287
114559845119114226260 102409541521880756024
103664170410419992629 103855721758679327070
117313330246471730372 114452583189695653393
106237174356318230057 103245041057625130355
116577269515221310405 107004843925454095805
101005349854546472800 101790464138367096305
111355797086895824103 100771715351072186974
105946704536127863017 100203083680599645929
102074931521131074387 111962077049890418486
100121771572038665942 101337662271487138024
104284098112201182909 117699446496822594209
107397383736430784478 106927703290536139147
110308504049793867883 106133480923323663427
106680204118359288445 102373191596205712937
100957494098972826263 101119987948211275866
115204805503581947511 102076033841555832518
101088325807711686479 105571367382401829756
116233371580205766392 114258026580679698529
110844728403108679033 107894914670080014116
107189810823071706764 105492369775428575932
107708625917544129773 117039260735952140259
104328427521193861344 103423025783649000949
111579782226310232815 109201681846030076792
113911632314547030042 115548455679376038008
112870552917404973130 101248054507015265353
115073938870300274536 115319136089718062451
112150482980381638367 115836050706497275121
113085220237270354658 113107253403679023320
105840494028452665716 117216289732773407442
111697857700553321716 111347373455607606946
110622264538961942018 111021002113667196653
101962829696981365403 112137071107919749628
106592760751584388238 112750091316252656625
105646458226420473639 105731881257142821581
109707872092370772322 105390077271236874234
114263724985133518308 105294765328544716331
106677033160092990257 115059793966709655633
115771026366060698645 103442974084244428091
111803031497861418762 117720859528939537832
105046129785453112331 111179330612504736545
107803544756471423402 103236949470535942612
111500093521014695341 100048100630151349283
106246515271419815754 110784099379805584044
116097041028008353958 116127033078839124702
105663154402166276187 101373961279443806744
105185455174342753611 108480599252932396008
105948728742786354494 105318217552727882571
117616575944208120950 116672392011502086691
118120763023547748207 114338270254521043906
106765084090424946721 100948133446357209107
105503602075625430087 102871123574468799566
104812796815680527988 102413014337601402272
113759681688845662781 104920733213047887355
112547787110181924087 109893546815395232496
114215018864711870311 111073641048817393213
106677476816370854080 109601009311059762503
104226204634708620041 115304232819929344853
109914479890029191509 113423232520350256875
115531985781539115408 110192976726456451625
105432999357543467752 109002964461887714649
104932441955983306721 101687561075770336707
104368104167165640320 113755187233078454885
103157838382139356964 116065573422637185820
106985823475201692468 116982703791258521452
110200115381518276083 113594804899925266480
113930832022226635466 108595456808850731771
115756004509298931876 100892612779426154375
104680424949516172911 109067715207720642231
102111571538090124895 101530079498532728033
117258630722125177603 110832757232205553423
104680424949516172911 114514504476442464770
117017772567668344447 102233770004174020180
117913601259595451087 102213934827347582736
101307535045883163370 107788883146545236198
101005349854546472800 112909430894304899898
107678541280998663446 113636262834273277286
102885931406196510193 103878892760050193072
110902132030779819006 107908311503910882686
109592634059397506775 100928115753316027300
113339707206657259218 117569307496535564512
102567913505427533346 114839663135720829360
110311703391396614663 110868380690133519022
102114342317040406083 109220060006128553211
101272672531452331988 115389775930477990520
101655140320582786996 112750733404297151260
111975224012018194892 103216887847401478447
113108445353518733177 112220510445134063980
108123506134776646550 117728611187295597769
111408626247857759665 104040639000257347299
116204437472476177397 112617127041903537004
102621056939020667215 101176872497707839631
111266241290326120574 100980643623677833022
110455237625304376553 110036682383342142442
100212873262175687923 116577269515221310405
104591893998825912318 107490600889040777735
107572080304017443201 114820480752300993890
111559806861955751516 107778250194137329028
111469437334144611638 104042965789095032304
104166683851434520973 114858496219143473247
101395558282454383631 116742728953618819148
113310019343920262382 117728611187295597769
111581413854086114806 103991957457965050456
112963500831663632295 103892513613850678007
117534567438781655786 111469503092879234346
112162067187975810298 105248358908992136650
105620723198704093179 104045511944341391917
114290440152591273799 110548244043172681974
111986746929163950657 112617127041903537004
113310019343920262382 106633617085865801018
102266876305897100472 103047027122693182933
112164769941336121442 111033676716092524756
105065317973590246539 111718830236077991058
107958599012052618167 106609833229222683231
102075853026137609733 100296793131660318829
112483478278653569632 100892612779426154375
112487229318205430186 105358402547726784850
112549471256358793033 103472141935496784565
104680424949516172911 118241604899817185979
117055729266754416915 103139739049390572591
103652441454188509895 114476892281222708332
109689479493494802606 107668520185113566763
113543222767527816344 117697399358826098478
109355455609643339993 105785197801929483800
107637848836454836973 111975224012018194892
112136271813722595616 113327206574320929442
115204805503581947511 114908847203028092210
112394642722395727314 100472608497932134515
108421759538774999814 102373191596205712937
109186360492975240106 101367799604091052665
116203063268554516602 112547787110181924087
107852116567929997812 113216425001363110392
111263411122757438264 107328949221172543768
103258840321028598561 112005054431535384912
110093141493814050729 102554407414282880001
101303899182022562093 118048139271163842678
103954813339203715814 117927089822904285979
116325379569277058328 115750410503424391891
113071509068473639145 112750733404297151260
103549795859489336114 114452731082863658286
101268052921338060862 103052947271067730624
116631085165254342575 100989405473280437703
106785393644157011306 101145980349117737014
112137071107919749628 114215018864711870311
109390492169840807116 109246107083980777171
104814609561466171578 107078639726042849618
106223174905187043119 111341805070244323186
110476831921860224642 114769701773816321500
102444230004603405684 107737400023695101758
115462051279768627804 112931241997268074535
103453883261330641758 116594199576805510790
113973458554656282296 117302873158452325530
107093311968372306601 104909410061334286553
103414388869473777990 106719979779567208605
101298898622388209336 110552130182194634361
101077364858945217404 110971010308065250763
110474422371111153870 116497515893408415968
112609343740187370731 110496923387712024190
101895466486422136103 114728245424310221692
106633617085865801018 109468409291510731385
100318284953757812785 102697315219985593519
114452583189695653393 103486150650858067282
113114010027957668292 106539835304510344813
101980088419433625352 111518627657059019573
101106837069182218118 103952447020373678046
109817390928698661687 103170712877279687994
104723167398398004122 100552531898971306220
109742804342446573548 110539629556793511406
101901232143740160078 108347134468694009774
113048161397585942217 117135648419896209276
103239540973743861611 108759901321068677229
114846083476314868855 117640248138077345065
103412293208840577867 108764771288761861893
111392114550347821558 117856703419806322061
114791416900308438279 115970197492058000536
106675256830330894163 108630174113578548767
101810699971029486982 110905789365416237450
110745629854593813122 106437903086277993928
112544017345470961215 116396113048345875138
110970478049227720359 109839726236125198705
106002545837976723927 107771181372242547518
100999467758866609417 102473385896850739603
106641334116207071223 111700516584018069412
105208000552094670597 103140594232305211040
113096160016799996117 115924865466302265389
110115721743825738275 105715110737693124434
118340027169210972498 102554407414282880001
101833325664181505421 102390118349128083852
113928492248769765553 118351515323229708433
118286250147898282779 114146479114949843175
106223174905187043119 107362628080904735459
100113893728846123575 114378370305892132188
110136234027772986218 117612081004597851170
116344214380239492521 115058384974405026221
110765730590972636678 115501845285984933590
118170768987466114474 101610654641108280060
115605650304168508091 111413155182039517335
100507636570832524160 118274547296450170219
108177381721794114207 105072305864951447999
104558996796696834366 100095245926948995335
107775404050846237250 118170768987466114474
107862465730541699675 104650651795123268307
104987624452429967101 110109050164240978800
107189810823071706764 107459220492917008623
118332020855469056244 103293516438378653921
115076389471719869628 115391090911429381573
112968305388793808815 114476892281222708332
108933318646882898959 112016242624005519460
112651712578445880355 110414002328246477699
102742333797709782764 105163907830710862802
110445900704426795105 116268124700162834377
103239560454875806844 113327206574320929442
104577505941506079870 113973458554656282296
111876382360515518236 101414913556920152653
117327973844438638644 107868844306369312882
109481385225618966764 104957875493090526428
102923542908465810060 102823118371800961129
109185913443598756232 106586390584377828999
112399628587348122407 114767443136831791669
101322883828672147607 109918631905002824833
112164769941336121442 117884476143887009277
102379986731813628381 112786890450122407289
111712166943119200092 111856427400498745265
112447253390876285565 111718830236077991058
106680204118359288445 107308460013033893888
100957494098972826263 115242761961569258730
103755483441630770613 109892778117736265351
115567495082383804038 103679257855707702361
116754590550251315975 110765730590972636678
103851629838958886416 106419657916188972868
104328427521193861344 108189481625587435470
110169852389311256220 114092052797730247075
100171160323617338451 117012248999003051885
